date,index,state,division
2019-02-01,114.5,Sabah,overall
2019-03-01,114.9,Sabah,overall
2019-04-01,114.9,Sabah,overall
2019-05-01,114.9,Sabah,overall
2019-06-01,114.9,Sabah,overall
2019-07-01,114.9,Sabah,overall
2019-08-01,115.1,Sabah,overall
2019-09-01,115.1,Sabah,overall
2019-10-01,115.1,Sabah,overall
2019-11-01,115.4,Sabah,overall
2019-12-01,115.4,Sabah,overall
2020-01-01,115.5,Sabah,overall
2020-02-01,115.4,Sabah,overall
2020-03-01,113.9,Sabah,overall
2020-04-01,110.6,Sabah,overall
2020-05-01,110.7,Sabah,overall
2020-06-01,111.8,Sabah,overall
2020-07-01,112.6,Sabah,overall
2020-08-01,112.6,Sabah,overall
2020-09-01,112.6,Sabah,overall
2020-10-01,112.6,Sabah,overall
2020-11-01,112.5,Sabah,overall
2020-12-01,113.1,Sabah,overall
2021-01-01,113.8,Sabah,overall
2021-02-01,114.2,Sabah,overall
2021-03-01,114.7,Sabah,overall
2021-04-01,114.9,Sabah,overall
2021-05-01,114.8,Sabah,overall
2021-06-01,114.8,Sabah,overall
2021-07-01,114.2,Sabah,overall
2021-08-01,114.2,Sabah,overall
2021-09-01,114.2,Sabah,overall
2021-10-01,115.0,Sabah,overall
2021-11-01,115.2,Sabah,overall
2021-12-01,115.4,Sabah,overall
2022-01-01,116.0,Sabah,overall
2022-02-01,116.3,Sabah,overall
2022-03-01,116.3,Sabah,overall
2022-04-01,116.5,Sabah,overall
2022-05-01,117.3,Sabah,overall
2022-06-01,118.0,Sabah,overall
2022-07-01,118.7,Sabah,overall
2022-08-01,119.1,Sabah,overall
2022-09-01,119.1,Sabah,overall
2022-10-01,119.3,Sabah,overall
2022-11-01,119.6,Sabah,overall
2022-12-01,119.8,Sabah,overall
2023-01-01,119.8,Sabah,overall
2023-02-01,120.1,Sabah,overall
2023-03-01,120.2,Sabah,overall
2023-04-01,120.2,Sabah,overall
2023-05-01,120.8,Sabah,overall
2023-06-01,120.7,Sabah,overall
2023-07-01,120.9,Sabah,overall
2023-08-01,121.2,Sabah,overall
2023-09-01,121.3,Sabah,overall
2023-10-01,121.3,Sabah,overall
2023-11-01,121.3,Sabah,overall
2023-12-01,121.4,Sabah,overall
2024-01-01,121.6,Sabah,overall
2024-02-01,121.9,Sabah,overall
2024-03-01,121.9,Sabah,overall
2024-04-01,122.1,Sabah,overall
2024-05-01,122.2,Sabah,overall
2024-06-01,122.3,Sabah,overall
2024-07-01,122.4,Sabah,overall
2024-08-01,122.5,Sabah,overall
2024-09-01,122.6,Sabah,overall
2024-10-01,122.6,Sabah,overall
2024-11-01,122.6,Sabah,overall
2024-12-01,122.5,Sabah,overall
2025-01-01,122.7,Sabah,overall
2025-02-01,123.1,Sabah,overall
2025-03-01,123.2,Sabah,overall
2025-04-01,123.4,Sabah,overall
2025-05-01,123.6,Sabah,overall
2025-06-01,123.6,Sabah,overall
2025-07-01,123.7,Sabah,overall
2025-08-01,124.1,Sabah,overall
2025-09-01,124.2,Sabah,overall
2025-10-01,124.2,Sabah,overall
2025-11-01,124.2,Sabah,overall
2025-12-01,124.3,Sabah,overall
2026-01-01,124.4,Sabah,overall
2026-02-01,125.3,Sabah,overall
2026-03-01,125.8,Sabah,overall
2026-04-01,126.0,Sabah,overall
2026-05-01,126.1,Sabah,overall
2026-06-01,126.0,Sabah,overall
2026-07-01,126.0,Sabah,overall
2010-01-01,99.2,Sarawak,overall
2010-02-01,99.4,Sarawak,overall
2010-03-01,99.4,Sarawak,overall
2010-04-01,99.4,Sarawak,overall
2010-05-01,99.5,Sarawak,overall
2010-06-01,99.6,Sarawak,overall
2010-07-01,99.8,Sarawak,overall
2010-08-01,100.3,Sarawak,overall
2010-09-01,100.5,Sarawak,overall
2010-10-01,100.7,Sarawak,overall
2010-11-01,100.8,Sarawak,overall
2010-12-01,101.2,Sarawak,overall
2011-01-01,101.6,Sarawak,overall
2011-02-01,102.1,Sarawak,overall
2011-03-01,102.1,Sarawak,overall
2011-04-01,102.2,Sarawak,overall
2011-05-01,102.4,Sarawak,overall
2011-06-01,102.5,Sarawak,overall
2011-07-01,102.6,Sarawak,overall
2011-08-01,102.8,Sarawak,overall
2011-09-01,103.0,Sarawak,overall
2011-10-01,103.2,Sarawak,overall
2011-11-01,103.4,Sarawak,overall
2011-12-01,103.5,Sarawak,overall
2012-01-01,103.8,Sarawak,overall
2012-02-01,103.9,Sarawak,overall
2012-03-01,104.1,Sarawak,overall
2012-04-01,104.1,Sarawak,overall
2012-05-01,104.1,Sarawak,overall
2012-06-01,104.2,Sarawak,overall
2012-07-01,104.4,Sarawak,overall
2012-08-01,104.4,Sarawak,overall
2012-09-01,104.7,Sarawak,overall
2012-10-01,104.8,Sarawak,overall
2012-11-01,104.9,Sarawak,overall
2012-12-01,104.8,Sarawak,overall
2013-01-01,105.1,Sarawak,overall
2013-02-01,105.3,Sarawak,overall
2013-03-01,105.6,Sarawak,overall
2013-04-01,105.5,Sarawak,overall
2013-05-01,105.7,Sarawak,overall
2013-06-01,105.7,Sarawak,overall
2013-07-01,106.0,Sarawak,overall
2013-08-01,106.4,Sarawak,overall
2013-09-01,107.3,Sarawak,overall
2013-10-01,107.6,Sarawak,overall
2013-11-01,108.0,Sarawak,overall
2013-12-01,108.1,Sarawak,overall
2014-01-01,108.9,Sarawak,overall
2014-02-01,109.1,Sarawak,overall
2014-03-01,109.1,Sarawak,overall
2014-04-01,109.2,Sarawak,overall
2014-05-01,109.0,Sarawak,overall
2014-06-01,109.1,Sarawak,overall
2014-07-01,109.1,Sarawak,overall
2014-08-01,109.3,Sarawak,overall
2014-09-01,109.5,Sarawak,overall
2014-10-01,110.0,Sarawak,overall
2014-11-01,110.5,Sarawak,overall
2014-12-01,110.5,Sarawak,overall
2015-01-01,108.8,Sarawak,overall
2015-02-01,108.4,Sarawak,overall
2015-03-01,109.3,Sarawak,overall
2015-04-01,110.5,Sarawak,overall
2015-05-01,110.6,Sarawak,overall
2015-06-01,111.1,Sarawak,overall
2015-07-01,111.8,Sarawak,overall
2015-08-01,111.9,Sarawak,overall
2015-09-01,111.6,Sarawak,overall
2015-10-01,112.1,Sarawak,overall
2015-11-01,112.7,Sarawak,overall
2015-12-01,112.5,Sarawak,overall
2016-01-01,112.2,Sarawak,overall
2016-02-01,112.1,Sarawak,overall
2016-03-01,111.7,Sarawak,overall
2016-04-01,112.3,Sarawak,overall
2016-05-01,112.3,Sarawak,overall
2016-06-01,112.3,Sarawak,overall
2016-07-01,112.5,Sarawak,overall
2016-08-01,112.8,Sarawak,overall
2016-09-01,112.7,Sarawak,overall
2016-10-01,113.1,Sarawak,overall
2016-11-01,113.9,Sarawak,overall
2016-12-01,113.7,Sarawak,overall
2017-01-01,114.8,Sarawak,overall
2017-02-01,115.9,Sarawak,overall
2017-03-01,116.1,Sarawak,overall
2017-04-01,115.9,Sarawak,overall
2017-05-01,115.5,Sarawak,overall
2017-06-01,115.2,Sarawak,overall
2017-07-01,115.2,Sarawak,overall
2017-08-01,116.0,Sarawak,overall
2017-09-01,116.4,Sarawak,overall
2017-10-01,116.4,Sarawak,overall
2017-11-01,117.1,Sarawak,overall
2017-12-01,117.1,Sarawak,overall
2018-01-01,117.3,Sarawak,overall
2018-02-01,117.4,Sarawak,overall
2018-03-01,117.2,Sarawak,overall
2018-04-01,117.1,Sarawak,overall
2018-05-01,117.2,Sarawak,overall
2018-06-01,115.7,Sarawak,overall
2018-07-01,115.8,Sarawak,overall
2018-08-01,116.0,Sarawak,overall
2018-09-01,116.4,Sarawak,overall
2018-10-01,116.6,Sarawak,overall
2018-11-01,116.8,Sarawak,overall
2018-12-01,116.8,Sarawak,overall
2019-01-01,115.9,Sarawak,overall
2019-02-01,116.1,Sarawak,overall
2019-03-01,116.7,Sarawak,overall
2019-04-01,116.7,Sarawak,overall
2019-05-01,116.9,Sarawak,overall
2019-06-01,116.8,Sarawak,overall
2019-07-01,116.8,Sarawak,overall
2019-08-01,116.8,Sarawak,overall
2019-09-01,116.9,Sarawak,overall
2019-10-01,117.0,Sarawak,overall
2019-11-01,117.2,Sarawak,overall
2019-12-01,117.2,Sarawak,overall
2020-01-01,117.3,Sarawak,overall
2020-02-01,117.4,Sarawak,overall
2020-03-01,115.7,Sarawak,overall
2020-04-01,112.3,Sarawak,overall
2020-05-01,112.5,Sarawak,overall
2020-06-01,113.8,Sarawak,overall
2020-07-01,114.6,Sarawak,overall
2020-08-01,114.4,Sarawak,overall
2020-09-01,114.4,Sarawak,overall
2020-10-01,114.5,Sarawak,overall
2020-11-01,114.4,Sarawak,overall
2020-12-01,115.0,Sarawak,overall
2021-01-01,115.9,Sarawak,overall
2021-02-01,116.6,Sarawak,overall
2021-03-01,117.1,Sarawak,overall
2021-04-01,117.1,Sarawak,overall
2021-05-01,117.1,Sarawak,overall
2021-06-01,117.1,Sarawak,overall
2021-07-01,117.2,Sarawak,overall
2021-08-01,117.2,Sarawak,overall
2021-09-01,117.3,Sarawak,overall
2021-10-01,117.3,Sarawak,overall
2021-11-01,117.5,Sarawak,overall
2021-12-01,117.9,Sarawak,overall
2022-01-01,118.3,Sarawak,overall
2022-02-01,118.9,Sarawak,overall
2022-03-01,119.1,Sarawak,overall
2022-04-01,119.3,Sarawak,overall
2022-05-01,119.9,Sarawak,overall
2022-06-01,120.8,Sarawak,overall
2022-07-01,121.4,Sarawak,overall
2022-08-01,121.8,Sarawak,overall
2022-09-01,122.0,Sarawak,overall
2022-10-01,122.3,Sarawak,overall
2022-11-01,123.0,Sarawak,overall
2022-12-01,122.7,Sarawak,overall
2023-01-01,123.4,Sarawak,overall
2023-02-01,123.6,Sarawak,overall
2023-03-01,123.6,Sarawak,overall
2023-04-01,123.9,Sarawak,overall
2023-05-01,124.1,Sarawak,overall
2023-06-01,124.4,Sarawak,overall
2023-07-01,124.5,Sarawak,overall
2023-08-01,125.0,Sarawak,overall
2023-09-01,125.3,Sarawak,overall
2023-10-01,125.4,Sarawak,overall
2023-11-01,125.5,Sarawak,overall
2023-12-01,125.7,Sarawak,overall
2024-01-01,125.8,Sarawak,overall
2024-02-01,126.0,Sarawak,overall
2024-03-01,127.2,Sarawak,overall
2024-04-01,127.4,Sarawak,overall
2024-05-01,127.6,Sarawak,overall
2024-06-01,127.8,Sarawak,overall
2024-07-01,127.9,Sarawak,overall
2024-08-01,128.1,Sarawak,overall
2024-09-01,128.2,Sarawak,overall
2024-10-01,128.0,Sarawak,overall
2024-11-01,127.9,Sarawak,overall
2024-12-01,127.9,Sarawak,overall
2025-01-01,128.0,Sarawak,overall
2025-02-01,128.4,Sarawak,overall
2025-03-01,128.5,Sarawak,overall
2025-04-01,128.6,Sarawak,overall
2025-05-01,128.6,Sarawak,overall
2025-06-01,128.6,Sarawak,overall
2025-07-01,128.6,Sarawak,overall
2025-08-01,128.7,Sarawak,overall
2025-09-01,129.0,Sarawak,overall
2025-10-01,129.0,Sarawak,overall
2025-11-01,129.2,Sarawak,overall
2025-12-01,129.3,Sarawak,overall
2026-01-01,129.4,Sarawak,overall
2026-02-01,129.6,Sarawak,overall
2026-03-01,130.0,Sarawak,overall
2026-04-01,129.1,Sarawak,overall
2026-05-01,129.2,Sarawak,overall
2026-06-01,129.1,Sarawak,overall
2026-07-01,129.0,Sarawak,overall
2010-01-01,99.3,Selangor,overall
2010-02-01,99.3,Selangor,overall
2010-03-01,99.4,Selangor,overall
2010-04-01,99.4,Selangor,overall
2010-05-01,99.6,Selangor,overall
2010-06-01,99.8,Selangor,overall
2010-07-01,100.0,Selangor,overall
2010-08-01,100.2,Selangor,overall
2010-09-01,100.3,Selangor,overall
2010-10-01,100.5,Selangor,overall
2010-11-01,100.8,Selangor,overall
2010-12-01,101.1,Selangor,overall
2011-01-01,101.8,Selangor,overall
2011-02-01,102.5,Selangor,overall
2011-03-01,102.6,Selangor,overall
2011-04-01,102.8,Selangor,overall
2011-05-01,103.1,Selangor,overall
2011-06-01,103.4,Selangor,overall
2011-07-01,103.6,Selangor,overall
2011-08-01,103.8,Selangor,overall
2011-09-01,104.0,Selangor,overall
2011-10-01,104.2,Selangor,overall
2011-11-01,104.4,Selangor,overall
2011-12-01,104.4,Selangor,overall
2012-01-01,104.6,Selangor,overall
2012-02-01,104.6,Selangor,overall
2012-03-01,104.6,Selangor,overall
2012-04-01,104.6,Selangor,overall
2012-05-01,104.9,Selangor,overall
2012-06-01,105.0,Selangor,overall
2012-07-01,105.0,Selangor,overall
2012-08-01,105.4,Selangor,overall
2012-09-01,105.6,Selangor,overall
2012-10-01,105.7,Selangor,overall
2012-11-01,105.8,Selangor,overall
2012-12-01,105.8,Selangor,overall
2013-01-01,106.2,Selangor,overall
2013-02-01,106.3,Selangor,overall
2013-03-01,106.6,Selangor,overall
2013-04-01,106.7,Selangor,overall
2013-05-01,107.1,Selangor,overall
2013-06-01,107.2,Selangor,overall
2013-07-01,107.4,Selangor,overall
2013-08-01,107.5,Selangor,overall
2013-09-01,108.1,Selangor,overall
2013-10-01,108.5,Selangor,overall
2013-11-01,108.9,Selangor,overall
2013-12-01,109.1,Selangor,overall
2014-01-01,109.9,Selangor,overall
2014-02-01,110.2,Selangor,overall
2014-03-01,110.3,Selangor,overall
2014-04-01,110.3,Selangor,overall
2014-05-01,110.8,Selangor,overall
2014-06-01,111.0,Selangor,overall
2014-07-01,111.0,Selangor,overall
2014-08-01,111.2,Selangor,overall
2014-09-01,111.4,Selangor,overall
2014-10-01,112.2,Selangor,overall
2014-11-01,112.9,Selangor,overall
2014-12-01,112.7,Selangor,overall
2015-01-01,111.6,Selangor,overall
2015-02-01,110.9,Selangor,overall
2015-03-01,111.9,Selangor,overall
2015-04-01,113.5,Selangor,overall
2015-05-01,113.4,Selangor,overall
2015-06-01,114.2,Selangor,overall
2015-07-01,115.1,Selangor,overall
2015-08-01,115.1,Selangor,overall
2015-09-01,114.8,Selangor,overall
2015-10-01,115.3,Selangor,overall
2015-11-01,116.2,Selangor,overall
2015-12-01,116.2,Selangor,overall
2016-01-01,115.9,Selangor,overall
2016-02-01,115.9,Selangor,overall
2016-03-01,115.1,Selangor,overall
2016-04-01,115.6,Selangor,overall
2016-05-01,116.0,Selangor,overall
2016-06-01,116.2,Selangor,overall
2016-07-01,116.6,Selangor,overall
2016-08-01,117.1,Selangor,overall
2016-09-01,116.9,Selangor,overall
2016-10-01,117.2,Selangor,overall
2016-11-01,118.4,Selangor,overall
2016-12-01,118.4,Selangor,overall
2017-01-01,119.6,Selangor,overall
2017-02-01,121.5,Selangor,overall
2017-03-01,121.2,Selangor,overall
2017-04-01,121.0,Selangor,overall
2017-05-01,120.8,Selangor,overall
2017-06-01,120.5,Selangor,overall
2017-07-01,120.5,Selangor,overall
2017-08-01,121.8,Selangor,overall
2017-09-01,122.2,Selangor,overall
2017-10-01,122.1,Selangor,overall
2017-11-01,123.1,Selangor,overall
2017-12-01,123.3,Selangor,overall
2018-01-01,123.6,Selangor,overall
2018-02-01,123.8,Selangor,overall
2018-03-01,123.4,Selangor,overall
2018-04-01,123.3,Selangor,overall
2018-05-01,123.7,Selangor,overall
2018-06-01,122.0,Selangor,overall
2018-07-01,122.2,Selangor,overall
2018-08-01,122.4,Selangor,overall
2018-09-01,123.0,Selangor,overall
2018-10-01,123.3,Selangor,overall
2018-11-01,123.6,Selangor,overall
2018-12-01,123.6,Selangor,overall
2019-01-01,123.0,Selangor,overall
2019-02-01,123.5,Selangor,overall
2019-03-01,123.8,Selangor,overall
2019-04-01,123.8,Selangor,overall
2019-05-01,124.0,Selangor,overall
2019-06-01,124.1,Selangor,overall
2019-07-01,124.2,Selangor,overall
2019-08-01,124.6,Selangor,overall
2019-09-01,124.7,Selangor,overall
2019-10-01,124.9,Selangor,overall
2019-11-01,125.1,Selangor,overall
2019-12-01,125.3,Selangor,overall
2020-01-01,125.5,Selangor,overall
2020-02-01,125.5,Selangor,overall
2020-03-01,124.2,Selangor,overall
2020-04-01,121.0,Selangor,overall
2020-05-01,121.3,Selangor,overall
2020-06-01,122.5,Selangor,overall
2020-07-01,123.3,Selangor,overall
2020-08-01,123.6,Selangor,overall
2020-09-01,123.7,Selangor,overall
2020-10-01,123.8,Selangor,overall
2020-11-01,123.6,Selangor,overall
2020-12-01,124.2,Selangor,overall
2021-01-01,125.7,Selangor,overall
2021-02-01,126.0,Selangor,overall
2021-03-01,126.5,Selangor,overall
2021-04-01,126.6,Selangor,overall
2021-05-01,126.7,Selangor,overall
2021-06-01,126.8,Selangor,overall
2021-07-01,126.2,Selangor,overall
2021-08-01,126.2,Selangor,overall
2021-09-01,126.4,Selangor,overall
2021-10-01,127.6,Selangor,overall
2021-11-01,128.1,Selangor,overall
2021-12-01,128.7,Selangor,overall
2022-01-01,129.3,Selangor,overall
2022-02-01,129.6,Selangor,overall
2022-03-01,130.1,Selangor,overall
2022-04-01,130.5,Selangor,overall
2022-05-01,131.4,Selangor,overall
2022-06-01,132.2,Selangor,overall
2022-07-01,132.8,Selangor,overall
2022-08-01,133.2,Selangor,overall
2022-09-01,133.4,Selangor,overall
2022-10-01,133.8,Selangor,overall
2022-11-01,134.2,Selangor,overall
2022-12-01,134.5,Selangor,overall
2023-01-01,134.7,Selangor,overall
2023-02-01,135.2,Selangor,overall
2023-03-01,135.3,Selangor,overall
2023-04-01,135.4,Selangor,overall
2023-05-01,135.7,Selangor,overall
2023-06-01,135.8,Selangor,overall
2023-07-01,136.0,Selangor,overall
2023-08-01,136.2,Selangor,overall
2023-09-01,136.2,Selangor,overall
2023-10-01,136.4,Selangor,overall
2023-11-01,136.5,Selangor,overall
2023-12-01,136.8,Selangor,overall
2024-01-01,137.1,Selangor,overall
2024-02-01,138.0,Selangor,overall
2024-03-01,138.1,Selangor,overall
2024-04-01,138.4,Selangor,overall
2024-05-01,139.0,Selangor,overall
2024-06-01,139.0,Selangor,overall
2024-07-01,139.2,Selangor,overall
2024-08-01,139.3,Selangor,overall
2024-09-01,139.3,Selangor,overall
2024-10-01,139.5,Selangor,overall
2024-11-01,139.4,Selangor,overall
2024-12-01,139.5,Selangor,overall
2025-01-01,139.8,Selangor,overall
2025-02-01,140.6,Selangor,overall
2025-03-01,140.6,Selangor,overall
2025-04-01,140.8,Selangor,overall
2025-05-01,141.1,Selangor,overall
2025-06-01,141.2,Selangor,overall
2025-07-01,141.3,Selangor,overall
2025-08-01,141.4,Selangor,overall
2025-09-01,141.8,Selangor,overall
2025-10-01,141.7,Selangor,overall
2025-11-01,141.6,Selangor,overall
2025-12-01,141.9,Selangor,overall
2026-01-01,142.1,Selangor,overall
2026-02-01,142.4,Selangor,overall
2026-03-01,142.8,Selangor,overall
2026-04-01,143.6,Selangor,overall
2026-05-01,143.7,Selangor,overall
2026-06-01,143.8,Selangor,overall
2026-07-01,143.8,Selangor,overall
2010-01-01,99.2,Terengganu,overall
2010-02-01,99.1,Terengganu,overall
2010-03-01,99.1,Terengganu,overall
2010-04-01,99.2,Terengganu,overall
2010-05-01,99.5,Terengganu,overall
2010-06-01,99.9,Terengganu,overall
2010-07-01,100.0,Terengganu,overall
2010-08-01,100.4,Terengganu,overall
2010-09-01,100.5,Terengganu,overall
2010-10-01,100.4,Terengganu,overall
2010-11-01,101.0,Terengganu,overall
2010-12-01,101.6,Terengganu,overall
2011-01-01,102.3,Terengganu,overall
2011-02-01,102.5,Terengganu,overall
2011-03-01,102.5,Terengganu,overall
2011-04-01,103.1,Terengganu,overall
2011-05-01,103.3,Terengganu,overall
2011-06-01,103.8,Terengganu,overall
2011-07-01,104.1,Terengganu,overall
2011-08-01,104.3,Terengganu,overall
2011-09-01,104.4,Terengganu,overall
2011-10-01,104.5,Terengganu,overall
2011-11-01,104.4,Terengganu,overall
2011-12-01,104.6,Terengganu,overall
2012-01-01,104.9,Terengganu,overall
2012-02-01,104.6,Terengganu,overall
2012-03-01,104.5,Terengganu,overall
2012-04-01,104.4,Terengganu,overall
2012-05-01,104.8,Terengganu,overall
2012-06-01,105.2,Terengganu,overall
2012-07-01,105.2,Terengganu,overall
2012-08-01,105.1,Terengganu,overall
2012-09-01,104.9,Terengganu,overall
2012-10-01,105.0,Terengganu,overall
2012-11-01,105.2,Terengganu,overall
2012-12-01,105.4,Terengganu,overall
2013-01-01,106.2,Terengganu,overall
2013-02-01,106.1,Terengganu,overall
2013-03-01,106.1,Terengganu,overall
2013-04-01,106.1,Terengganu,overall
2013-05-01,106.5,Terengganu,overall
2013-06-01,106.7,Terengganu,overall
2013-07-01,106.9,Terengganu,overall
2013-08-01,106.8,Terengganu,overall
2013-09-01,107.6,Terengganu,overall
2013-10-01,107.9,Terengganu,overall
2013-11-01,108.2,Terengganu,overall
2013-12-01,108.7,Terengganu,overall
2014-01-01,109.1,Terengganu,overall
2014-02-01,109.2,Terengganu,overall
2014-03-01,109.3,Terengganu,overall
2014-04-01,109.2,Terengganu,overall
2014-05-01,109.4,Terengganu,overall
2014-06-01,109.7,Terengganu,overall
2014-07-01,110.0,Terengganu,overall
2014-08-01,109.9,Terengganu,overall
2014-09-01,109.8,Terengganu,overall
2014-10-01,110.5,Terengganu,overall
2014-11-01,110.8,Terengganu,overall
2014-12-01,110.8,Terengganu,overall
2015-01-01,109.6,Terengganu,overall
2015-02-01,108.5,Terengganu,overall
2015-03-01,109.4,Terengganu,overall
2015-04-01,110.7,Terengganu,overall
2015-05-01,111.2,Terengganu,overall
2015-06-01,111.8,Terengganu,overall
2015-07-01,113.1,Terengganu,overall
2015-08-01,112.4,Terengganu,overall
2015-09-01,112.1,Terengganu,overall
2015-10-01,112.5,Terengganu,overall
2015-11-01,112.9,Terengganu,overall
2015-12-01,112.9,Terengganu,overall
2016-01-01,112.8,Terengganu,overall
2016-02-01,112.6,Terengganu,overall
2016-03-01,111.8,Terengganu,overall
2016-04-01,112.1,Terengganu,overall
2016-05-01,112.5,Terengganu,overall
2016-06-01,113.0,Terengganu,overall
2016-07-01,113.5,Terengganu,overall
2016-08-01,113.5,Terengganu,overall
2016-09-01,113.1,Terengganu,overall
2016-10-01,113.2,Terengganu,overall
2016-11-01,114.1,Terengganu,overall
2016-12-01,114.2,Terengganu,overall
2017-01-01,115.6,Terengganu,overall
2017-02-01,116.9,Terengganu,overall
2017-03-01,116.5,Terengganu,overall
2017-04-01,115.9,Terengganu,overall
2017-05-01,115.7,Terengganu,overall
2017-06-01,115.6,Terengganu,overall
2017-07-01,115.8,Terengganu,overall
2017-08-01,116.6,Terengganu,overall
2017-09-01,116.8,Terengganu,overall
2017-10-01,116.7,Terengganu,overall
2017-11-01,117.5,Terengganu,overall
2017-12-01,117.8,Terengganu,overall
2018-01-01,118.2,Terengganu,overall
2018-02-01,118.1,Terengganu,overall
2018-03-01,117.4,Terengganu,overall
2018-04-01,117.1,Terengganu,overall
2018-05-01,117.3,Terengganu,overall
2018-06-01,116.1,Terengganu,overall
2018-07-01,116.2,Terengganu,overall
2018-08-01,116.2,Terengganu,overall
2018-09-01,116.3,Terengganu,overall
2018-10-01,116.5,Terengganu,overall
2018-11-01,117.0,Terengganu,overall
2018-12-01,117.1,Terengganu,overall
2019-01-01,116.4,Terengganu,overall
2019-02-01,116.5,Terengganu,overall
2019-03-01,116.6,Terengganu,overall
2019-04-01,116.6,Terengganu,overall
2019-05-01,117.0,Terengganu,overall
2019-06-01,117.2,Terengganu,overall
2019-07-01,117.2,Terengganu,overall
2019-08-01,117.4,Terengganu,overall
2019-09-01,117.3,Terengganu,overall
2019-10-01,117.4,Terengganu,overall
2019-11-01,117.3,Terengganu,overall
2019-12-01,117.7,Terengganu,overall
2020-01-01,117.8,Terengganu,overall
2020-02-01,117.8,Terengganu,overall
2020-03-01,115.9,Terengganu,overall
2020-04-01,112.5,Terengganu,overall
2020-05-01,112.8,Terengganu,overall
2020-06-01,114.7,Terengganu,overall
2020-07-01,115.8,Terengganu,overall
2020-08-01,115.9,Terengganu,overall
2020-09-01,115.7,Terengganu,overall
2020-10-01,115.7,Terengganu,overall
2020-11-01,115.5,Terengganu,overall
2020-12-01,116.5,Terengganu,overall
2021-01-01,118.2,Terengganu,overall
2021-02-01,118.8,Terengganu,overall
2021-03-01,119.2,Terengganu,overall
2021-04-01,119.6,Terengganu,overall
2021-05-01,119.8,Terengganu,overall
2021-06-01,119.8,Terengganu,overall
2021-07-01,119.0,Terengganu,overall
2021-08-01,118.9,Terengganu,overall
2021-09-01,119.3,Terengganu,overall
2021-10-01,120.2,Terengganu,overall
2021-11-01,120.5,Terengganu,overall
2021-12-01,121.0,Terengganu,overall
2022-01-01,121.4,Terengganu,overall
2022-02-01,121.7,Terengganu,overall
2022-03-01,122.1,Terengganu,overall
2022-04-01,122.3,Terengganu,overall
2022-05-01,122.8,Terengganu,overall
2022-06-01,123.5,Terengganu,overall
2022-07-01,123.7,Terengganu,overall
2022-08-01,123.6,Terengganu,overall
2022-09-01,123.8,Terengganu,overall
2022-10-01,124.1,Terengganu,overall
2022-11-01,124.5,Terengganu,overall
2022-12-01,124.5,Terengganu,overall
2023-01-01,124.7,Terengganu,overall
2023-02-01,125.0,Terengganu,overall
2023-03-01,125.1,Terengganu,overall
2023-04-01,125.2,Terengganu,overall
2023-05-01,125.2,Terengganu,overall
2023-06-01,125.4,Terengganu,overall
2023-07-01,125.6,Terengganu,overall
2023-08-01,125.5,Terengganu,overall
2023-09-01,125.6,Terengganu,overall
2023-10-01,125.7,Terengganu,overall
2023-11-01,125.6,Terengganu,overall
2023-12-01,126.0,Terengganu,overall
2024-01-01,126.1,Terengganu,overall
2024-02-01,126.8,Terengganu,overall
2024-03-01,126.9,Terengganu,overall
2024-04-01,126.9,Terengganu,overall
2024-05-01,127.2,Terengganu,overall
2024-06-01,127.4,Terengganu,overall
2024-07-01,127.6,Terengganu,overall
2024-08-01,127.6,Terengganu,overall
2024-09-01,127.5,Terengganu,overall
2024-10-01,127.6,Terengganu,overall
2024-11-01,127.6,Terengganu,overall
2024-12-01,128.0,Terengganu,overall
2025-01-01,128.3,Terengganu,overall
2025-02-01,128.4,Terengganu,overall
2025-03-01,128.4,Terengganu,overall
2025-04-01,128.6,Terengganu,overall
2025-05-01,128.6,Terengganu,overall
2025-06-01,128.7,Terengganu,overall
2025-07-01,128.6,Terengganu,overall
2025-08-01,129.5,Terengganu,overall
2025-09-01,129.7,Terengganu,overall
2025-10-01,129.4,Terengganu,overall
2025-11-01,129.1,Terengganu,overall
2025-12-01,129.8,Terengganu,overall
2026-01-01,129.9,Terengganu,overall
2026-02-01,130.4,Terengganu,overall
2026-03-01,130.6,Terengganu,overall
2026-04-01,131.0,Terengganu,overall
2026-05-01,131.1,Terengganu,overall
2026-06-01,131.1,Terengganu,overall
2026-07-01,130.9,Terengganu,overall
2010-01-01,99.4,W.P. Kuala Lumpur,overall
2010-02-01,99.4,W.P. Kuala Lumpur,overall
2010-03-01,99.4,W.P. Kuala Lumpur,overall
2010-04-01,99.5,W.P. Kuala Lumpur,overall
2010-05-01,99.7,W.P. Kuala Lumpur,overall
2010-06-01,99.9,W.P. Kuala Lumpur,overall
2010-07-01,100.1,W.P. Kuala Lumpur,overall
2010-08-01,100.3,W.P. Kuala Lumpur,overall
2010-09-01,100.4,W.P. Kuala Lumpur,overall
2010-10-01,100.5,W.P. Kuala Lumpur,overall
2010-11-01,100.6,W.P. Kuala Lumpur,overall
2010-12-01,100.9,W.P. Kuala Lumpur,overall
2011-01-01,101.6,W.P. Kuala Lumpur,overall
2011-02-01,101.9,W.P. Kuala Lumpur,overall
2011-03-01,102.0,W.P. Kuala Lumpur,overall
2011-04-01,102.2,W.P. Kuala Lumpur,overall
2011-05-01,102.4,W.P. Kuala Lumpur,overall
2011-06-01,102.6,W.P. Kuala Lumpur,overall
2011-07-01,102.8,W.P. Kuala Lumpur,overall
