date,country,arrivals,arrivals_male,arrivals_female
2020-07-01,BMU,0,0,0
2020-08-01,BMU,0,0,0
2020-09-01,BMU,0,0,0
2020-10-01,BMU,0,0,0
2020-11-01,BMU,0,0,0
2020-12-01,BMU,0,0,0
2021-01-01,BMU,0,0,0
2021-02-01,BMU,0,0,0
2021-03-01,BMU,0,0,0
2021-04-01,BMU,0,0,0
2021-05-01,BMU,0,0,0
2021-06-01,BMU,0,0,0
2021-07-01,BMU,0,0,0
2021-08-01,BMU,0,0,0
2021-09-01,BMU,0,0,0
2021-10-01,BMU,0,0,0
2021-11-01,BMU,0,0,0
2021-12-01,BMU,0,0,0
2022-01-01,BMU,0,0,0
2022-02-01,BMU,0,0,0
2022-03-01,BMU,0,0,0
2022-04-01,BMU,0,0,0
2022-05-01,BMU,0,0,0
2022-06-01,BMU,0,0,0
2022-07-01,BMU,0,0,0
2022-08-01,BMU,0,0,0
2022-09-01,BMU,0,0,0
2022-10-01,BMU,0,0,0
2022-11-01,BMU,0,0,0
2022-12-01,BMU,0,0,0
2023-01-01,BMU,0,0,0
2023-02-01,BMU,0,0,0
2023-03-01,BMU,0,0,0
2023-04-01,BMU,0,0,0
2023-05-01,BMU,0,0,0
2023-06-01,BMU,0,0,0
2023-07-01,BMU,0,0,0
2023-08-01,BMU,1,0,1
2023-09-01,BMU,0,0,0
2023-10-01,BMU,0,0,0
2023-11-01,BMU,0,0,0
2023-12-01,BMU,0,0,0
2024-01-01,BMU,0,0,0
2024-02-01,BMU,0,0,0
2024-03-01,BMU,0,0,0
2024-04-01,BMU,3,0,3
2024-05-01,BMU,0,0,0
2024-06-01,BMU,0,0,0
2024-07-01,BMU,0,0,0
2024-08-01,BMU,0,0,0
2024-09-01,BMU,1,0,1
2024-10-01,BMU,0,0,0
2020-01-01,BOL,38,17,21
2020-02-01,BOL,22,12,10
2020-03-01,BOL,12,7,5
2020-04-01,BOL,0,0,0
2020-05-01,BOL,0,0,0
2020-06-01,BOL,0,0,0
2020-07-01,BOL,0,0,0
2020-08-01,BOL,0,0,0
2020-09-01,BOL,2,1,1
2020-10-01,BOL,0,0,0
2020-11-01,BOL,0,0,0
2020-12-01,BOL,0,0,0
2021-01-01,BOL,0,0,0
2021-02-01,BOL,0,0,0
2021-03-01,BOL,0,0,0
2021-04-01,BOL,0,0,0
2021-05-01,BOL,0,0,0
2021-06-01,BOL,0,0,0
2021-07-01,BOL,1,0,1
2021-08-01,BOL,0,0,0
2021-09-01,BOL,0,0,0
2021-10-01,BOL,1,1,0
2021-11-01,BOL,0,0,0
2021-12-01,BOL,0,0,0
2022-01-01,BOL,0,0,0
2022-02-01,BOL,1,1,0
2022-03-01,BOL,1,1,0
2022-04-01,BOL,2,1,1
2022-05-01,BOL,25,16,9
2022-06-01,BOL,10,6,4
2022-07-01,BOL,12,8,4
2022-08-01,BOL,19,10,9
2022-09-01,BOL,29,12,17
2022-10-01,BOL,24,14,10
2022-11-01,BOL,32,18,14
2022-12-01,BOL,21,16,5
2023-01-01,BOL,49,30,19
2023-02-01,BOL,16,7,9
2023-03-01,BOL,16,11,5
2023-04-01,BOL,28,17,11
2023-05-01,BOL,41,28,13
2023-06-01,BOL,9,3,6
2023-07-01,BOL,51,30,21
2023-08-01,BOL,40,19,21
2023-09-01,BOL,21,11,10
2023-10-01,BOL,279,140,139
2023-11-01,BOL,44,32,12
2023-12-01,BOL,29,14,15
2024-01-01,BOL,48,29,19
2024-02-01,BOL,17,10,7
2024-03-01,BOL,20,13,7
2024-04-01,BOL,31,15,16
2024-05-01,BOL,27,13,14
2024-06-01,BOL,32,12,20
2024-07-01,BOL,27,15,12
2024-08-01,BOL,122,52,70
2024-09-01,BOL,34,21,13
2024-10-01,BOL,28,19,9
2020-01-01,BRA,2005,1110,895
2020-02-01,BRA,1405,786,619
2020-03-01,BRA,664,365,299
2020-04-01,BRA,0,0,0
2020-05-01,BRA,12,12,0
2020-06-01,BRA,2,2,0
2020-07-01,BRA,16,13,3
2020-08-01,BRA,7,4,3
2020-09-01,BRA,5,5,0
2020-10-01,BRA,10,8,2
2020-11-01,BRA,5,4,1
2020-12-01,BRA,13,9,4
2021-01-01,BRA,35,25,10
2021-02-01,BRA,42,32,10
2021-03-01,BRA,18,12,6
2021-04-01,BRA,27,13,14
2021-05-01,BRA,20,19,1
2021-06-01,BRA,15,12,3
2021-07-01,BRA,21,13,8
2021-08-01,BRA,20,13,7
2021-09-01,BRA,11,5,6
2021-10-01,BRA,29,19,10
2021-11-01,BRA,32,22,10
2021-12-01,BRA,34,18,16
2022-01-01,BRA,131,77,54
2022-02-01,BRA,63,43,20
2022-03-01,BRA,66,42,24
2022-04-01,BRA,361,202,159
2022-05-01,BRA,570,320,250
2022-06-01,BRA,507,324,183
2022-07-01,BRA,769,429,340
2022-08-01,BRA,890,487,403
2022-09-01,BRA,873,533,340
2022-10-01,BRA,961,563,398
2022-11-01,BRA,866,481,385
2022-12-01,BRA,917,521,396
2023-01-01,BRA,1255,685,570
2023-02-01,BRA,968,552,416
2023-03-01,BRA,1170,691,479
2023-04-01,BRA,1309,706,603
2023-05-01,BRA,1131,659,472
2023-06-01,BRA,815,459,356
2023-07-01,BRA,1268,698,570
2023-08-01,BRA,1304,741,563
2023-09-01,BRA,1339,807,532
2023-10-01,BRA,1378,829,549
2023-11-01,BRA,1481,863,618
2023-12-01,BRA,1721,904,817
2024-01-01,BRA,1915,987,928
2024-02-01,BRA,1475,825,650
2024-03-01,BRA,1677,957,720
2024-04-01,BRA,1519,814,705
2024-05-01,BRA,1381,775,606
2024-06-01,BRA,1353,810,543
2024-07-01,BRA,1239,700,539
2024-08-01,BRA,1383,768,615
2024-09-01,BRA,1307,790,517
2024-10-01,BRA,1272,708,564
2020-01-01,BRB,11,4,7
2020-02-01,BRB,8,2,6
2020-03-01,BRB,1,0,1
2020-04-01,BRB,0,0,0
2020-05-01,BRB,0,0,0
2020-06-01,BRB,0,0,0
2020-07-01,BRB,1,0,1
2020-08-01,BRB,0,0,0
2020-09-01,BRB,0,0,0
2020-10-01,BRB,0,0,0
2020-11-01,BRB,0,0,0
2020-12-01,BRB,0,0,0
2021-01-01,BRB,1,1,0
2021-02-01,BRB,0,0,0
2021-03-01,BRB,0,0,0
2021-04-01,BRB,0,0,0
2021-05-01,BRB,0,0,0
2021-06-01,BRB,0,0,0
2021-07-01,BRB,0,0,0
2021-08-01,BRB,1,0,1
2021-09-01,BRB,1,1,0
2021-10-01,BRB,0,0,0
2021-11-01,BRB,1,1,0
2021-12-01,BRB,1,1,0
2022-01-01,BRB,1,1,0
2022-02-01,BRB,1,0,1
2022-03-01,BRB,2,1,1
2022-04-01,BRB,2,1,1
2022-05-01,BRB,0,0,0
2022-06-01,BRB,3,1,2
2022-07-01,BRB,3,0,3
2022-08-01,BRB,8,5,3
2022-09-01,BRB,7,3,4
2022-10-01,BRB,11,4,7
2022-11-01,BRB,6,5,1
2022-12-01,BRB,7,4,3
2023-01-01,BRB,11,5,6
2023-02-01,BRB,4,2,2
2023-03-01,BRB,3,1,2
2023-04-01,BRB,9,5,4
2023-05-01,BRB,6,3,3
2023-06-01,BRB,15,7,8
2023-07-01,BRB,7,3,4
2023-08-01,BRB,5,3,2
2023-09-01,BRB,9,3,6
2023-10-01,BRB,7,5,2
2023-11-01,BRB,6,5,1
2023-12-01,BRB,7,3,4
2024-01-01,BRB,7,5,2
2024-02-01,BRB,13,4,9
2024-03-01,BRB,6,2,4
2024-04-01,BRB,10,6,4
2024-05-01,BRB,13,5,8
2024-06-01,BRB,16,5,11
2024-07-01,BRB,10,6,4
2024-08-01,BRB,11,5,6
2024-09-01,BRB,19,8,11
2024-10-01,BRB,13,9,4
2020-01-01,BRN,88501,49581,38920
2020-02-01,BRN,64729,38424,26305
2020-03-01,BRN,31596,19046,12550
2020-04-01,BRN,254,236,18
2020-05-01,BRN,330,322,8
2020-06-01,BRN,465,445,20
2020-07-01,BRN,350,316,34
2020-08-01,BRN,219,193,26
2020-09-01,BRN,396,364,32
2020-10-01,BRN,228,204,24
2020-11-01,BRN,334,320,14
2020-12-01,BRN,386,370,16
2021-01-01,BRN,337,332,5
2021-02-01,BRN,362,352,10
2021-03-01,BRN,451,416,35
2021-04-01,BRN,411,380,31
2021-05-01,BRN,290,272,18
2021-06-01,BRN,316,308,8
2021-07-01,BRN,421,407,14
2021-08-01,BRN,309,297,12
2021-09-01,BRN,272,266,6
2021-10-01,BRN,237,223,14
2021-11-01,BRN,353,331,22
2021-12-01,BRN,403,349,54
2022-01-01,BRN,505,461,44
2022-02-01,BRN,371,327,44
2022-03-01,BRN,522,464,58
2022-04-01,BRN,1247,907,340
2022-05-01,BRN,3094,1912,1182
2022-06-01,BRN,4165,2523,1642
2022-07-01,BRN,10594,5812,4782
2022-08-01,BRN,36953,20382,16571
2022-09-01,BRN,61332,32968,28364
2022-10-01,BRN,64041,34769,29272
2022-11-01,BRN,65540,35421,30119
2022-12-01,BRN,149927,77634,72293
2023-01-01,BRN,93125,50750,42375
2023-02-01,BRN,91480,50119,41361
2023-03-01,BRN,97143,53363,43780
2023-04-01,BRN,122931,65260,57671
2023-05-01,BRN,90639,50916,39723
2023-06-01,BRN,76368,42446,33922
2023-07-01,BRN,85713,46684,39029
2023-08-01,BRN,76670,41679,34991
2023-09-01,BRN,70708,39071,31637
2023-10-01,BRN,64757,36437,28320
2023-11-01,BRN,73474,40784,32690
2023-12-01,BRN,170217,91156,79061
2024-01-01,BRN,125804,68855,56949
2024-02-01,BRN,140506,75168,65338
2024-03-01,BRN,166490,86923,79567
2024-04-01,BRN,168967,89146,79821
2024-05-01,BRN,144782,78157,66625
2024-06-01,BRN,138729,75157,63572
2024-07-01,BRN,150924,80894,70030
2024-08-01,BRN,180386,95671,84715
2024-09-01,BRN,119475,65043,54432
2024-10-01,BRN,99767,55530,44237
2020-01-01,BTN,77,55,22
2020-02-01,BTN,43,28,15
2020-03-01,BTN,13,9,4
2020-04-01,BTN,0,0,0
2020-05-01,BTN,0,0,0
2020-06-01,BTN,0,0,0
2020-07-01,BTN,0,0,0
2020-08-01,BTN,0,0,0
2020-09-01,BTN,0,0,0
2020-10-01,BTN,1,0,1
2020-11-01,BTN,0,0,0
2020-12-01,BTN,0,0,0
2021-01-01,BTN,0,0,0
2021-02-01,BTN,2,0,2
2021-03-01,BTN,2,2,0
2021-04-01,BTN,0,0,0
2021-05-01,BTN,0,0,0
2021-06-01,BTN,0,0,0
2021-07-01,BTN,0,0,0
2021-08-01,BTN,1,1,0
2021-09-01,BTN,1,1,0
2021-10-01,BTN,0,0,0
2021-11-01,BTN,3,2,1
2021-12-01,BTN,8,7,1
2022-01-01,BTN,2,0,2
2022-02-01,BTN,1,1,0
2022-03-01,BTN,4,3,1
2022-04-01,BTN,3,1,2
2022-05-01,BTN,21,7,14
2022-06-01,BTN,45,26,19
2022-07-01,BTN,43,26,17
2022-08-01,BTN,43,32,11
2022-09-01,BTN,67,39,28
2022-10-01,BTN,23,18,5
2022-11-01,BTN,24,18,6
2022-12-01,BTN,58,28,30
2023-01-01,BTN,31,19,12
2023-02-01,BTN,25,18,7
2023-03-01,BTN,66,52,14
2023-04-01,BTN,25,14,11
2023-05-01,BTN,42,33,9
2023-06-01,BTN,35,22,13
2023-07-01,BTN,74,58,16
2023-08-01,BTN,91,48,43
2023-09-01,BTN,95,56,39
2023-10-01,BTN,58,39,19
2023-11-01,BTN,67,49,18
2023-12-01,BTN,64,48,16
2024-01-01,BTN,56,30,26
2024-02-01,BTN,85,47,38
2024-03-01,BTN,67,49,18
2024-04-01,BTN,54,35,19
2024-05-01,BTN,249,152,97
2024-06-01,BTN,61,45,16
2024-07-01,BTN,46,35,11
2024-08-01,BTN,69,51,18
2024-09-01,BTN,68,42,26
2024-10-01,BTN,102,65,37
2020-01-01,BVT,0,0,0
2020-02-01,BVT,0,0,0
2020-03-01,BVT,0,0,0
2020-04-01,BVT,0,0,0
2020-05-01,BVT,0,0,0
2020-06-01,BVT,0,0,0
2020-07-01,BVT,0,0,0
2020-08-01,BVT,0,0,0
2020-09-01,BVT,0,0,0
2020-10-01,BVT,0,0,0
2020-11-01,BVT,0,0,0
2020-12-01,BVT,0,0,0
2021-01-01,BVT,0,0,0
2021-02-01,BVT,0,0,0
2021-03-01,BVT,0,0,0
2021-04-01,BVT,0,0,0
2021-05-01,BVT,0,0,0
2021-06-01,BVT,0,0,0
2021-07-01,BVT,0,0,0
2021-08-01,BVT,0,0,0
2021-09-01,BVT,0,0,0
2021-10-01,BVT,0,0,0
2021-11-01,BVT,0,0,0
2021-12-01,BVT,0,0,0
2022-01-01,BVT,0,0,0
2022-02-01,BVT,0,0,0
2022-03-01,BVT,0,0,0
2022-04-01,BVT,0,0,0
2022-05-01,BVT,0,0,0
2022-06-01,BVT,0,0,0
2022-07-01,BVT,0,0,0
2022-08-01,BVT,0,0,0
2022-09-01,BVT,0,0,0
2022-10-01,BVT,0,0,0
2022-11-01,BVT,0,0,0
2022-12-01,BVT,0,0,0
2023-01-01,BVT,0,0,0
2023-02-01,BVT,0,0,0
2023-03-01,BVT,0,0,0
2023-04-01,BVT,0,0,0
2023-05-01,BVT,0,0,0
2023-06-01,BVT,0,0,0
2023-07-01,BVT,0,0,0
2023-08-01,BVT,0,0,0
2023-09-01,BVT,0,0,0
2023-10-01,BVT,0,0,0
2023-11-01,BVT,0,0,0
2023-12-01,BVT,1,0,1
2024-01-01,BVT,0,0,0
2024-02-01,BVT,0,0,0
2024-03-01,BVT,0,0,0
2024-04-01,BVT,0,0,0
2024-05-01,BVT,0,0,0
2024-06-01,BVT,0,0,0
2024-07-01,BVT,0,0,0
2024-08-01,BVT,0,0,0
2024-09-01,BVT,0,0,0
2024-10-01,BVT,0,0,0
2020-01-01,BWA,29,14,15
2020-02-01,BWA,20,9,11
2020-03-01,BWA,6,2,4
2020-04-01,BWA,0,0,0
2020-05-01,BWA,0,0,0
2020-06-01,BWA,0,0,0
2020-07-01,BWA,0,0,0
2020-08-01,BWA,0,0,0
2020-09-01,BWA,0,0,0
2020-10-01,BWA,0,0,0
2020-11-01,BWA,0,0,0
2020-12-01,BWA,0,0,0
2021-01-01,BWA,0,0,0
2021-02-01,BWA,0,0,0
2021-03-01,BWA,0,0,0
2021-04-01,BWA,0,0,0
2021-05-01,BWA,2,1,1
2021-06-01,BWA,0,0,0
2021-07-01,BWA,0,0,0
2021-08-01,BWA,2,2,0
2021-09-01,BWA,0,0,0
2021-10-01,BWA,5,3,2
2021-11-01,BWA,0,0,0
2021-12-01,BWA,0,0,0
2022-01-01,BWA,3,1,2
2022-02-01,BWA,4,3,1
2022-03-01,BWA,2,1,1
2022-04-01,BWA,4,1,3
2022-05-01,BWA,22,14,8
2022-06-01,BWA,11,9,2
2022-07-01,BWA,13,5,8
2022-08-01,BWA,11,4,7
2022-09-01,BWA,6,1,5
2022-10-01,BWA,23,13,10
2022-11-01,BWA,5,3,2
2022-12-01,BWA,20,10,10
2023-01-01,BWA,18,8,10
2023-02-01,BWA,12,2,10
2023-03-01,BWA,13,8,5
2023-04-01,BWA,15,6,9
2023-05-01,BWA,12,5,7
2023-06-01,BWA,17,12,5
2023-07-01,BWA,8,3,5
2023-08-01,BWA,15,6,9
2023-09-01,BWA,74,22,52
2023-10-01,BWA,16,6,10
2023-11-01,BWA,14,8,6
2023-12-01,BWA,16,6,10
2024-01-01,BWA,19,10,9
2024-02-01,BWA,17,8,9
2024-03-01,BWA,25,11,14
2024-04-01,BWA,13,4,9
2024-05-01,BWA,7,5,2
2024-06-01,BWA,19,7,12
2024-07-01,BWA,9,4,5
2024-08-01,BWA,12,5,7
2024-09-01,BWA,33,11,22
2024-10-01,BWA,30,14,16
2020-01-01,CAF,0,0,0
2020-02-01,CAF,1,1,0
2020-03-01,CAF,0,0,0
2020-04-01,CAF,0,0,0
2020-05-01,CAF,0,0,0
2020-06-01,CAF,0,0,0
2020-07-01,CAF,0,0,0
2020-08-01,CAF,0,0,0
2020-09-01,CAF,0,0,0
2020-10-01,CAF,0,0,0
2020-11-01,CAF,0,0,0
2020-12-01,CAF,0,0,0
2021-01-01,CAF,0,0,0
2021-02-01,CAF,0,0,0
2021-03-01,CAF,0,0,0
2021-04-01,CAF,0,0,0
2021-05-01,CAF,1,1,0
2021-06-01,CAF,0,0,0
2021-07-01,CAF,0,0,0
2021-08-01,CAF,0,0,0
2021-09-01,CAF,0,0,0
2021-10-01,CAF,0,0,0
2021-11-01,CAF,1,1,0
2021-12-01,CAF,0,0,0
2022-01-01,CAF,0,0,0
2022-02-01,CAF,0,0,0
2022-03-01,CAF,0,0,0
2022-04-01,CAF,0,0,0
2022-05-01,CAF,0,0,0
2022-06-01,CAF,1,1,0
2022-07-01,CAF,0,0,0
2022-08-01,CAF,0,0,0
2022-09-01,CAF,0,0,0
2022-10-01,CAF,0,0,0
2022-11-01,CAF,0,0,0
2022-12-01,CAF,0,0,0
2023-01-01,CAF,0,0,0
2023-02-01,CAF,0,0,0
2023-03-01,CAF,0,0,0
2023-04-01,CAF,0,0,0
2023-05-01,CAF,1,1,0
2023-06-01,CAF,0,0,0
2023-07-01,CAF,0,0,0
2023-08-01,CAF,4,3,1
2023-09-01,CAF,2,0,2
2023-10-01,CAF,1,0,1
2023-11-01,CAF,0,0,0
2023-12-01,CAF,0,0,0
2024-01-01,CAF,0,0,0
2024-02-01,CAF,0,0,0
2024-03-01,CAF,1,1,0
2024-04-01,CAF,0,0,0
2024-05-01,CAF,0,0,0
2024-06-01,CAF,0,0,0
2024-07-01,CAF,0,0,0
2024-08-01,CAF,2,1,1
2024-09-01,CAF,1,1,0
2024-10-01,CAF,1,1,0
2020-01-01,CAN,9478,5358,4120
2020-02-01,CAN,6993,4176,2817
2020-03-01,CAN,2777,1657,1120
2020-04-01,CAN,2,2,0
2020-05-01,CAN,20,18,2
2020-06-01,CAN,15,13,2
2020-07-01,CAN,37,27,10
2020-08-01,CAN,52,29,23
2020-09-01,CAN,70,47,23
2020-10-01,CAN,43,28,15
2020-11-01,CAN,52,35,17
2020-12-01,CAN,35,23,12
2021-01-01,CAN,83,55,28
2021-02-01,CAN,32,25,7
2021-03-01,CAN,37,27,10
2021-04-01,CAN,36,29,7
2021-05-01,CAN,28,20,8
2021-06-01,CAN,29,19,10
2021-07-01,CAN,81,47,34
2021-08-01,CAN,80,42,38
2021-09-01,CAN,59,46,13
2021-10-01,CAN,68,50,18
2021-11-01,CAN,85,48,37
2021-12-01,CAN,186,119,67
2022-01-01,CAN,260,157,103
2022-02-01,CAN,165,119,46
2022-03-01,CAN,275,178,97
2022-04-01,CAN,1609,1001,608
2022-05-01,CAN,2341,1440,901
2022-06-01,CAN,2639,1596,1043
2022-07-01,CAN,3688,2155,1533
2022-08-01,CAN,4214,2442,1772
2022-09-01,CAN,4172,2578,1594
2022-10-01,CAN,5409,3238,2171
2022-11-01,CAN,5730,3388,2342
2022-12-01,CAN,5908,3381,2527
2023-01-01,CAN,7314,4153,3161
2023-02-01,CAN,7559,4299,3260
2023-03-01,CAN,7932,4527,3405
2023-04-01,CAN,6667,3677,2990
2023-05-01,CAN,6642,3696,2946
2023-06-01,CAN,4434,2516,1918
2023-07-01,CAN,7138,4006,3132
2023-08-01,CAN,6686,3810,2876
2023-09-01,CAN,6035,3558,2477
2023-10-01,CAN,7096,4054,3042
2023-11-01,CAN,7788,4430,3358
2023-12-01,CAN,9477,5170,4307
2024-01-01,CAN,9514,5336,4178
2024-02-01,CAN,9897,5470,4427
2024-03-01,CAN,9840,5469,4371
2024-04-01,CAN,7907,4413,3494
2024-05-01,CAN,6979,3936,3043
2024-06-01,CAN,6424,3670,2754
2024-07-01,CAN,7796,4341,3455
2024-08-01,CAN,7866,4379,3487
2024-09-01,CAN,7026,3975,3051
2024-10-01,CAN,8407,4717,3690
2020-01-01,CCK,0,0,0
2020-02-01,CCK,0,0,0
2020-03-01,CCK,0,0,0
2020-04-01,CCK,0,0,0
2020-05-01,CCK,0,0,0
2020-06-01,CCK,0,0,0
2020-07-01,CCK,0,0,0
2020-08-01,CCK,0,0,0
2020-09-01,CCK,0,0,0
2020-10-01,CCK,0,0,0
2020-11-01,CCK,0,0,0
2020-12-01,CCK,0,0,0
2021-01-01,CCK,0,0,0
2021-02-01,CCK,0,0,0
2021-03-01,CCK,0,0,0
2021-04-01,CCK,0,0,0
2021-05-01,CCK,0,0,0
2021-06-01,CCK,0,0,0
2021-07-01,CCK,0,0,0
2021-08-01,CCK,0,0,0
2021-09-01,CCK,0,0,0
2021-10-01,CCK,0,0,0
2021-11-01,CCK,0,0,0
2021-12-01,CCK,0,0,0
2022-01-01,CCK,0,0,0
2022-02-01,CCK,0,0,0
2022-03-01,CCK,0,0,0
2022-04-01,CCK,0,0,0
2022-05-01,CCK,0,0,0
2022-06-01,CCK,0,0,0
2022-07-01,CCK,0,0,0
2022-08-01,CCK,0,0,0
2022-09-01,CCK,0,0,0
2022-10-01,CCK,0,0,0
2022-11-01,CCK,1,1,0
2022-12-01,CCK,1,1,0
2023-01-01,CCK,0,0,0
2023-02-01,CCK,0,0,0
2023-03-01,CCK,0,0,0
2023-04-01,CCK,0,0,0
2023-05-01,CCK,0,0,0
2023-06-01,CCK,0,0,0
2023-07-01,CCK,0,0,0
2023-08-01,CCK,0,0,0
2023-09-01,CCK,0,0,0
2023-10-01,CCK,0,0,0
2023-11-01,CCK,0,0,0
2023-12-01,CCK,0,0,0
2024-01-01,CCK,0,0,0
2024-02-01,CCK,0,0,0
2024-03-01,CCK,0,0,0
2024-04-01,CCK,0,0,0
2024-05-01,CCK,1,0,1
2024-06-01,CCK,0,0,0
2024-07-01,CCK,0,0,0
2024-08-01,CCK,0,0,0
2024-09-01,CCK,0,0,0
2024-10-01,CCK,0,0,0
2020-01-01,CHE,2446,1505,941
2020-02-01,CHE,2419,1436,983
2020-03-01,CHE,1082,623,459
2020-04-01,CHE,1,1,0
2020-05-01,CHE,1,1,0
2020-06-01,CHE,3,3,0
2020-07-01,CHE,18,14,4
2020-08-01,CHE,10,8,2
2020-09-01,CHE,17,14,3
2020-10-01,CHE,23,14,9
2020-11-01,CHE,16,11,5
2020-12-01,CHE,7,4,3
2021-01-01,CHE,16,7,9
2021-02-01,CHE,9,5,4
2021-03-01,CHE,20,11,9
2021-04-01,CHE,21,17,4
2021-05-01,CHE,11,10,1
2021-06-01,CHE,12,9,3
2021-07-01,CHE,10,6,4
2021-08-01,CHE,19,16,3
2021-09-01,CHE,23,17,6
2021-10-01,CHE,43,27,16
2021-11-01,CHE,31,17,14
2021-12-01,CHE,74,51,23
2022-01-01,CHE,118,72,46
2022-02-01,CHE,60,44,16
2022-03-01,CHE,89,70,19
2022-04-01,CHE,569,366,203
2022-05-01,CHE,773,516,257
2022-06-01,CHE,865,554,311
2022-07-01,CHE,1885,1080,805
2022-08-01,CHE,1560,951,609
2022-09-01,CHE,1285,804,481
2022-10-01,CHE,1778,1082,696
2022-11-01,CHE,1627,1063,564
2022-12-01,CHE,1593,974,619
2023-01-01,CHE,1893,1115,778
2023-02-01,CHE,2109,1227,882
2023-03-01,CHE,2145,1290,855
2023-04-01,CHE,2210,1297,913
2023-05-01,CHE,1787,1084,703
2023-06-01,CHE,1311,790,521
2023-07-01,CHE,3816,2069,1747
2023-08-01,CHE,2403,1388,1015
2023-09-01,CHE,1972,1207,765
2023-10-01,CHE,2126,1284,842
2023-11-01,CHE,2177,1309,868
2023-12-01,CHE,2644,1532,1112
2024-01-01,CHE,2795,1655,1140
2024-02-01,CHE,2919,1672,1247
2024-03-01,CHE,2948,1705,1243
2024-04-01,CHE,2678,1505,1173
2024-05-01,CHE,2018,1254,764
2024-06-01,CHE,1988,1181,807
2024-07-01,CHE,4136,2233,1903
2024-08-01,CHE,2555,1487,1068
2024-09-01,CHE,2215,1314,901
2024-10-01,CHE,2339,1395,944
2020-01-01,CHL,506,256,250
2020-02-01,CHL,592,279,313
2020-03-01,CHL,212,103,109
2020-04-01,CHL,0,0,0
2020-05-01,CHL,0,0,0
2020-06-01,CHL,0,0,0
2020-07-01,CHL,0,0,0
2020-08-01,CHL,2,1,1
2020-09-01,CHL,1,0,1
2020-10-01,CHL,4,4,0
2020-11-01,CHL,0,0,0
2020-12-01,CHL,1,1,0
2021-01-01,CHL,1,1,0
2021-02-01,CHL,2,1,1
2021-03-01,CHL,0,0,0
2021-04-01,CHL,1,0,1
2021-05-01,CHL,1,0,1
2021-06-01,CHL,0,0,0
2021-07-01,CHL,1,1,0
2021-08-01,CHL,4,2,2
2021-09-01,CHL,1,1,0
2021-10-01,CHL,15,9,6
2021-11-01,CHL,2,0,2
2021-12-01,CHL,9,6,3
2022-01-01,CHL,18,6,12
2022-02-01,CHL,3,1,2
2022-03-01,CHL,9,6,3
2022-04-01,CHL,46,35,11
2022-05-01,CHL,95,52,43
2022-06-01,CHL,132,67,65
2022-07-01,CHL,144,81,63
2022-08-01,CHL,152,85,67
2022-09-01,CHL,146,77,69
2022-10-01,CHL,186,109,77
2022-11-01,CHL,168,104,64
2022-12-01,CHL,152,82,70
2023-01-01,CHL,242,126,116
2023-02-01,CHL,330,154,176
2023-03-01,CHL,247,135,112
2023-04-01,CHL,253,123,130
2023-05-01,CHL,269,145,124
2023-06-01,CHL,190,105,85
2023-07-01,CHL,268,144,124
2023-08-01,CHL,373,194,179
2023-09-01,CHL,312,160,152
2023-10-01,CHL,310,157,153
2023-11-01,CHL,375,197,178
2023-12-01,CHL,341,164,177
2024-01-01,CHL,530,255,275
2024-02-01,CHL,619,295,324
2024-03-01,CHL,476,216,260
2024-04-01,CHL,389,194,195
2024-05-01,CHL,360,193,167
2024-06-01,CHL,407,221,186
2024-07-01,CHL,370,189,181
2024-08-01,CHL,356,185,171
2024-09-01,CHL,389,203,186
2024-10-01,CHL,340,183,157
2020-01-01,CHN,285958,127396,158562
2020-02-01,CHN,70865,38838,32027
2020-03-01,CHN,31765,18522,13243
2020-04-01,CHN,60,28,32
2020-05-01,CHN,23,11,12
2020-06-01,CHN,196,135,61
2020-07-01,CHN,505,330,175
2020-08-01,CHN,621,436,185
2020-09-01,CHN,864,600,264
2020-10-01,CHN,1289,997,292
2020-11-01,CHN,1633,1305,328
2020-12-01,CHN,1034,847,187
2021-01-01,CHN,1106,942,164
2021-02-01,CHN,854,687,167
2021-03-01,CHN,1887,1581,306
2021-04-01,CHN,1675,1278,397
2021-05-01,CHN,1501,1246,255
2021-06-01,CHN,812,695,117
2021-07-01,CHN,873,731,142
2021-08-01,CHN,806,690,116
2021-09-01,CHN,1084,889,195
2021-10-01,CHN,1196,928,268
2021-11-01,CHN,1377,1081,296
2021-12-01,CHN,2384,1603,781
2022-01-01,CHN,2052,1303,749
2022-02-01,CHN,3185,2266,919
2022-03-01,CHN,3412,2497,915
2022-04-01,CHN,9545,5507,4038
2022-05-01,CHN,16335,8441,7894
2022-06-01,CHN,22784,10796,11988
2022-07-01,CHN,30250,14431,15819
2022-08-01,CHN,32301,15539,16762
2022-09-01,CHN,37902,18278,19624
2022-10-01,CHN,41187,19971,21216
2022-11-01,CHN,41360,20527,20833
2022-12-01,CHN,53998,24987,29011
2023-01-01,CHN,57290,26843,30447
2023-02-01,CHN,64892,34877,30015
2023-03-01,CHN,102774,52550,50224
2023-04-01,CHN,124583,61358,63225
2023-05-01,CHN,133136,66557,66579
2023-06-01,CHN,109815,52978,56837
2023-07-01,CHN,212546,97979,114567
2023-08-01,CHN,205942,97565,108377
2023-09-01,CHN,171971,82344,89627
2023-10-01,CHN,158682,77210,81472
2023-11-01,CHN,140694,72038,68656
2023-12-01,CHN,179394,88490,90904
2024-01-01,CHN,228900,108023,120877
2024-02-01,CHN,342003,158803,183200
2024-03-01,CHN,262826,124687,138139
